name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-33.3537,-70.6811",2023-07-29,24,7.2,14.8,24,7,14.8,7.6,65.9,0,0,0,,0,0,18.7,14.8,169,1017.5,52.8,8,161.6,14,6,10,2023-07-29T07:36:35,2023-07-29T18:02:16,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-07-30,22,8,14.2,22,7.1,14.1,8.4,70.1,0,0,0,,0,0,15.8,12.8,128.4,1016.9,55.2,7.4,149,12.9,6,10,2023-07-30T07:35:50,2023-07-30T18:02:57,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-07-31,22.3,6.6,13.8,22.3,6.6,13.8,8.3,73.1,0,0,0,,0,0,19.1,18.3,162.2,1018.4,30.5,7.1,172.9,14.9,6,10,2023-07-31T07:35:04,2023-07-31T18:03:38,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-01,22.5,4.5,12.3,22.5,3.3,12.1,6.9,74.7,0,0,0,,0,0,19.8,16,185.8,1019.6,1.3,6,173.6,15,7,10,2023-08-01T07:34:16,2023-08-01T18:04:19,0.5,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-02,23,5.9,12.9,23,5.9,12.9,6.2,68,0,0,0,,0,0,17.3,22.3,164.9,1018.9,0.5,7.8,168.1,14.5,6,10,2023-08-02T07:33:27,2023-08-02T18:05:00,0.53,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-03,25,5,13.4,25,5,13.3,5.7,64.8,0,0,0,,0,0,20.2,20.7,193.3,1018,22.2,8.5,174.6,15.1,7,10,2023-08-03T07:32:37,2023-08-03T18:05:41,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-04,25.4,5.7,13.7,25.4,5.1,13.6,5.6,63.6,0,0,0,,0,0,19.1,20.5,164.4,1015.2,13.3,8.5,177.9,15.3,7,10,2023-08-04T07:31:45,2023-08-04T18:06:22,0.6,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-05,11,5,8.9,11,3.9,8.1,7.6,91.6,0.1,100,4.17,rain,0,0,24.5,16.4,162.9,1015.7,82.7,4.8,164.6,14.2,6,10,2023-08-05T07:30:53,2023-08-05T18:07:03,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-06,17,6,11.8,17,6,11.7,7.5,77.5,3,100,41.67,rain,0,0,23,13,217.4,1020.2,47.2,7.4,164.2,14,6,10,2023-08-06T07:29:59,2023-08-06T18:07:45,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-07,16.5,2.6,9.8,16.5,2.6,9.7,6.1,79.8,0,0,0,,0,0,25.2,14.8,153.6,1018.1,67.7,7,129,11.3,5,10,2023-08-07T07:29:04,2023-08-07T18:08:26,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-08,20,5.4,12.9,20,5.4,12.8,7.8,73.9,0.3,100,12.5,rain,0,0,21.6,21.1,178.2,1018.9,47.5,6.5,175.4,15,7,10,2023-08-08T07:28:07,2023-08-08T18:09:07,0.75,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-09,16,8.7,12,16,8.6,11.9,8.5,80.3,0.3,100,12.5,rain,0,0,23.8,25.9,166.7,1015.9,96.5,5.6,70.5,6.2,3,10,2023-08-09T07:27:10,2023-08-09T18:09:48,0.77,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-10,17,7.6,11.5,17,5.4,10.9,6.5,73.2,14.9,100,91.67,rain,0,0,35.3,27.7,138.7,1021.9,68.8,9.7,83.9,7.2,4,10,2023-08-10T07:26:11,2023-08-10T18:10:30,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-11,15.3,6.3,10.4,15.3,6.3,10,6.3,77.7,0.4,100,12.5,rain,0,0,27.7,20.7,192.1,1023.8,53,9.3,177.3,15.2,7,10,2023-08-11T07:25:11,2023-08-11T18:11:11,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-12,21,3.7,11.6,21,3.7,11.5,4.7,66.9,0,0,0,,0,0,24.5,16.6,178.8,1020.1,36.7,8.9,185,16,7,10,2023-08-12T07:24:11,2023-08-12T18:11:52,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-13,25.5,5,14.2,25.5,3.9,14,4.5,57.6,0,0,0,,0,0,20.2,13.1,165.5,1017.3,28.7,9.5,193,16.7,7,10,2023-08-13T07:23:09,2023-08-13T18:12:33,0.91,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-14,26.9,5,15.4,26.1,5,15.3,6.5,60.9,0,0,0,,0,0,18.4,21.9,159.3,1014.5,60.1,16.3,184,16,7,10,2023-08-14T07:22:06,2023-08-14T18:13:14,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2023-08-15,15.8,9.4,11.6,15.8,6.5,11.3,9.4,86.8,0.5,100,16.67,rain,0,0,21.2,24.8,191.2,1016.1,96.5,17.5,110,9.4,4,10,2023-08-15T07:21:02,2023-08-15T18:13:55,0.97,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"85577099999,remote,85574099999"
"-33.3537,-70.6811",2023-08-16,15.2,10.2,12.5,15.2,10.2,12.5,9.3,81.7,4.6,100,66.67,rain,0,0,33.5,15.4,183.4,1018.2,87.1,11.9,119.6,10.3,5,10,2023-08-16T07:19:57,2023-08-16T18:14:36,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2023-08-17,15.3,10.4,12.1,15.3,10.4,12.1,9.1,82.1,13,100,87.5,rain,0,0,34.2,21.4,188.5,1020.9,86.8,10.1,100.1,8.7,4,10,2023-08-17T07:18:51,2023-08-17T18:15:17,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-18,16,7.7,11.6,16,6.4,11.3,6.3,71.7,0.4,100,8.33,rain,0,0,29.5,18.2,190,1021.7,87.3,9.8,173.1,14.9,7,10,2023-08-18T07:17:44,2023-08-18T18:15:58,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-19,13,9,10.6,13,7.7,10.3,9.1,91,20,100,83.33,rain,0,0.2,33.8,22.4,135.5,1019.7,100,9.1,23.8,2.1,1,10,2023-08-19T07:16:36,2023-08-19T18:16:39,0.11,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2023-08-20,16.2,9.6,11.9,16.2,9,11.9,9.9,88.3,2.6,100,16.67,rain,0,0.2,34.2,21.6,163.9,1017.6,95.2,7.6,93.8,8.2,4,10,2023-08-20T07:15:28,2023-08-20T18:17:19,0.15,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-21,17,9.9,12.9,17,9.9,12.9,9.3,79.8,0.1,100,4.17,rain,0,0.1,28.8,24.1,163.5,1012.4,86.6,10,72,6.2,2,10,2023-08-21T07:14:18,2023-08-21T18:18:00,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-22,15.4,9.7,13,15.4,7.3,12.9,8.2,73.4,45.2,100,91.67,rain,0,0.2,63,33.8,342,1011.3,94.3,9.8,29.1,2.5,1,10,2023-08-22T07:13:08,2023-08-22T18:18:40,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2023-08-23,10.2,7.6,8.6,10.2,5.3,7.6,7.9,94.9,41.3,100,91.67,rain,0,0.2,16.9,18.6,156.1,1017.3,96.9,7.6,63.6,5.5,3,10,2023-08-23T07:11:57,2023-08-23T18:19:20,0.25,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-24,14,5.7,9.7,14,5.7,9.3,6.3,81.4,0.3,100,12.5,rain,0,0.2,22.3,16.6,220.8,1020.3,74.8,8.8,188.4,16.3,7,10,2023-08-24T07:10:45,2023-08-24T18:20:01,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-25,16.6,3,9.5,16.6,1.6,9.1,4.8,75.6,0,0,0,,0,0.2,28.8,16.7,185,1023.4,16.3,8.9,210.9,18.2,8,10,2023-08-25T07:09:32,2023-08-25T18:20:41,0.32,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-26,18,2.7,9.7,18,2.7,9.5,3.6,70.7,0,0,0,,0,0.2,23,14.8,230.7,1021.4,25.3,8.6,193.9,16.7,7,10,2023-08-26T07:08:19,2023-08-26T18:21:21,0.35,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-27,21,2.1,11.2,21,2.1,11,3,63.2,0,0,0,,0,0,20.2,10,261.4,1017.7,16.3,9.2,222.1,19.3,8,10,2023-08-27T07:07:05,2023-08-27T18:22:01,0.38,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-28,16,8.8,12.9,16,8,12.8,4.6,58.2,0.2,100,8.33,rain,0,0,24.1,20.5,154.4,1018.6,82.1,10,123.3,10.8,5,10,2023-08-28T07:05:50,2023-08-28T18:22:41,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-29,20.6,3,11.8,20.6,3,11.7,4.1,62.9,0,0,0,,0,0,22,20.5,188,1020.3,15.1,9.8,228.5,19.8,8,10,2023-08-29T07:04:35,2023-08-29T18:23:21,0.45,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-30,18.1,7,11.8,18.1,4.3,11.3,6.5,71.2,0.2,100,8.33,rain,0,0,29.5,21.3,186.6,1022,38.7,10,218.5,18.9,8,10,2023-08-30T07:03:19,2023-08-30T18:24:00,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-08-31,20.3,5,12.3,20.3,4.7,12.1,7.1,73.1,0,0,0,,0,0,24.5,25.9,197.9,1016,38.9,8.7,217.7,18.8,8,10,2023-08-31T07:02:02,2023-08-31T18:24:40,0.52,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-01,15.9,11,13,15.9,11,13,7.5,69.6,0.7,100,25,rain,0,0,18,18.7,175.6,1016,94.4,9.8,50.3,4.3,2,10,2023-09-01T07:00:45,2023-09-01T18:25:19,0.55,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-02,16,9.6,12.1,16,8.4,12,7.9,75.8,7.6,100,62.5,rain,0,0,34.6,24.5,187.2,1014,89.8,10,77.9,6.7,3,10,2023-09-02T06:59:27,2023-09-02T18:25:59,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-03,17.3,9,12.4,17.3,8.5,12.3,8.3,77.8,13.8,100,70.83,rain,0,0,28.4,17.5,208,1018.1,77.3,8.3,164.4,13.6,6,10,2023-09-03T07:58:09,2023-09-03T19:26:38,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-04,13.8,10,11.7,13.8,10,11.7,8.9,83,4.4,100,66.67,rain,0,0,27,13.7,180.4,1022.4,90.7,9.9,54.8,4.7,2,10,2023-09-04T07:56:51,2023-09-04T19:27:18,0.65,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-05,13.1,6,10.2,13.1,5.1,10.1,8.6,89.6,0,0,0,,0,0.1,15.1,9.4,359.8,1018.8,84.5,4.7,54.1,4.6,2,10,2023-09-05T07:55:32,2023-09-05T19:27:57,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-06,11.3,8,10,11.3,5.5,9.6,9.5,96.5,29,100,95.83,rain,0,0.2,31.3,22.3,172.3,1018.4,100,5.4,37.4,3.2,2,10,2023-09-06T07:54:12,2023-09-06T19:28:37,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-07,15.2,6.1,10.5,15.2,4.8,10.2,7.1,81.4,4.9,100,25,rain,0,0.1,29.2,20.5,231.5,1021.6,72.8,9.5,198.8,16.2,8,10,2023-09-07T07:52:52,2023-09-07T19:29:16,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-08,16.8,9,12.4,16.8,7.2,12,8.4,77.5,2.2,100,29.17,rain,0,0.1,32,14.8,206.7,1018.7,89.8,10.6,146.3,12,6,10,2023-09-08T07:51:32,2023-09-08T19:29:55,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-09,16.1,10,12.6,16.1,9.1,12.5,8.4,77.1,1,100,29.17,rain,0,0.1,20.9,14.8,176.8,1018.8,91.2,9.9,122.5,9.9,5,10,2023-09-09T07:50:11,2023-09-09T19:30:35,0.82,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-10,13.3,9.9,11.4,13.3,9.6,11.4,8.7,83.4,0.1,100,4.17,rain,0,0.1,24.5,10.9,337.8,1017.2,97.2,9.2,49.3,4.2,3,10,2023-09-10T07:48:50,2023-09-10T19:31:14,0.85,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-11,17,8.8,12.2,17,7.2,11.5,7.3,74.4,22.1,100,66.67,rain,0,0.1,41,21.9,203.9,1020.4,73.2,9.6,227.2,18.8,8,10,2023-09-11T07:47:29,2023-09-11T19:31:53,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-12,15,7.9,10.9,15,5.4,10,5.1,67.9,5.1,100,66.67,rain,0,0.1,25.6,20.9,198.9,1021.4,65.7,10,211,17.4,7,10,2023-09-12T07:46:08,2023-09-12T19:32:33,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-13,14.3,4.6,10.1,14.3,4.4,9.9,6.2,78.1,0,0,0,,0,0.1,19.8,14.8,181.7,1025.4,81.7,9.5,156.2,12.8,5,10,2023-09-13T07:44:46,2023-09-13T19:33:12,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-14,21.8,9,14.2,21.8,7.6,14.1,7.8,68.4,0,0,0,,0,0.1,27,9.6,207.5,1022.5,53.3,8.8,237.5,19.7,8,10,2023-09-14T07:43:24,2023-09-14T19:33:52,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-15,25.5,7.7,15.8,25.5,7.7,15.8,8.7,67.3,0,0,0,,0,0,22.7,18.1,205.9,1015.3,0.7,8.1,274.8,22.7,9,10,2023-09-15T07:42:02,2023-09-15T19:34:31,0.02,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-16,19.9,7.9,13.7,19.9,7.3,13.6,8.6,73,0.1,100,4.17,rain,0,0,28.4,20.5,194.6,1016,20.9,10,267.7,22.2,9,10,2023-09-16T07:40:40,2023-09-16T19:35:11,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-17,12,7.9,10.4,12,7,10,7.5,82.5,3.4,100,70.83,rain,0,0,30.2,18.4,179,1019.4,95.6,9.8,182.6,15.1,8,10,2023-09-17T07:39:17,2023-09-17T19:35:50,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-18,14.9,6,10.1,14.9,6,10,6.5,79.5,0,0,0,,0,0,18.7,16.6,191.6,1018.5,94.5,8.9,136.1,11.2,5,10,2023-09-18T07:37:55,2023-09-18T19:36:30,0.12,Overcast,Cloudy skies throughout the day.,cloudy,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-19,19,8,12.7,19,6.4,12.4,7.2,70.9,0,0,0,,0,0,21.2,20.5,175.2,1013.9,84.7,9.6,195.4,16.2,7,10,2023-09-19T07:36:32,2023-09-19T19:37:10,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-20,16.6,9,12.6,16.6,9,12.6,8.4,75.9,3.2,100,58.33,rain,0,0,25.6,20.9,183,1014.9,84.6,9.8,181.4,15,6,10,2023-09-20T07:35:10,2023-09-20T19:37:50,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-21,18.8,9,12.8,18.8,7.2,12.6,8.5,76.8,1.9,100,45.83,rain,0,0,25.2,26.6,207.7,1016.5,74.5,8.8,186.4,15.3,6,10,2023-09-21T07:33:47,2023-09-21T19:38:30,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-22,15.1,9.2,12,15.1,9.2,12,9.1,82.3,0,0,0,,0,0,17.3,14.6,186.6,1017.5,93.2,9,81.6,6.6,3,10,2023-09-22T07:32:25,2023-09-22T19:39:10,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-23,18,9.9,12.8,18,7.9,12.7,9.7,82.1,0,0,0,,0,0.1,20.9,17.3,184,1016.8,79.1,7.4,166.5,13.9,6,10,2023-09-23T07:31:02,2023-09-23T19:39:51,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-24,19.1,9,12.2,19.1,7,11.8,8.1,78.9,0,0,0,,0,0,25.6,13,194.5,1018.5,58.7,6.3,288.7,23.9,9,10,2023-09-24T07:29:40,2023-09-24T19:40:31,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-25,18.1,5,11.3,18.1,3.8,11,6.5,74.9,0.4,100,16.67,rain,0,0,31.3,35.3,202.4,1019.4,26.7,8.6,286.9,23.5,9,10,2023-09-25T07:28:17,2023-09-25T19:41:12,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-26,17.6,6,11.8,17.6,3.6,11,5,65.4,0.6,100,20.83,rain,0,0,32.8,16.6,191.7,1022.5,48.9,10,264.7,21.9,8,10,2023-09-26T07:26:55,2023-09-26T19:41:53,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-27,21.4,4,12.4,21.4,2.1,12.2,5.5,66.1,0,0,0,,0,0,26.6,21.4,195.2,1017.4,0,9.9,305.8,25.3,9,10,2023-09-27T07:25:33,2023-09-27T19:42:34,0.44,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-28,19.2,5.1,12.5,19.2,5.1,12.5,5.6,65.6,0,0,0,,0,0,28.1,19,183.9,1018.1,35.9,9.9,291.3,24.1,9,10,2023-09-28T07:24:11,2023-09-28T19:43:16,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-29,24,5.6,14.5,24,4,14.4,6.2,61.4,0,0,0,,0,0,25.9,22.6,206.4,1014.5,1,9.7,312.7,25.9,10,10,2023-09-29T07:22:49,2023-09-29T19:43:57,0.5,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-09-30,25,7.2,15.4,25,6,15.3,9.2,70,0,0,0,,0,0,25.9,24.1,189.8,1013.7,0.1,9.1,309.5,25.4,10,10,2023-09-30T07:21:28,2023-09-30T19:44:39,0.54,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-01,13.3,9,10.8,13.3,6.7,10.2,9.5,92.1,0,0,0,,0,0,30.2,20.3,178.4,1016,93.2,5.5,292.5,24.3,9,10,2023-10-01T07:20:07,2023-10-01T19:45:21,0.57,Overcast,Cloudy skies throughout the day.,cloudy,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-02,15,9,11.5,15,7.6,10.9,6.6,72.7,4.8,100,79.17,rain,0,0,29.5,16.6,185.2,1016.4,94.7,9.8,221.2,18.3,7,10,2023-10-02T07:18:46,2023-10-02T19:46:03,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-03,17,8.6,11.7,17,7,11,6.1,69.7,14.4,100,66.67,rain,0,0.2,29.5,17,178.5,1019.6,69.8,9.9,181.8,15,6,10,2023-10-03T07:17:25,2023-10-03T19:46:46,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-04,21,4,12.2,21,4,12.2,5.1,66.5,0.2,100,8.33,rain,0,0.2,27.7,26.6,208.6,1017.9,6.2,9.2,313.5,25.9,10,10,2023-10-04T07:16:05,2023-10-04T19:47:29,0.67,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-05,19.4,5,12.3,19.4,5,12.1,6.2,68.9,0.9,100,16.67,rain,0,0,36,27.7,196.1,1015.2,25.9,9.7,299.1,24.7,10,10,2023-10-05T07:14:45,2023-10-05T19:48:12,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-06,17.1,7,11.6,17.1,4.5,10.9,6.1,70.7,1.7,100,54.17,rain,0,0,29.2,22.4,183.5,1021.1,59.7,9.5,288.6,23.7,9,10,2023-10-06T07:13:26,2023-10-06T19:48:55,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-07,22.2,4.5,13.2,22.2,4.5,13.2,5,63.2,0,0,0,,0,0,25.6,23.4,194.1,1020.9,0,9.4,326.1,27,10,10,2023-10-07T07:12:07,2023-10-07T19:49:39,0.77,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-08,25.2,5.9,15.4,25.2,5.9,15.4,5.9,59.4,0,0,0,,0,0,27,24.1,196.7,1019.5,5.3,9.9,324.7,26.9,10,10,2023-10-08T07:10:48,2023-10-08T19:50:23,0.8,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-09,26.1,7.1,16.7,26.1,7.1,16.7,6.4,54.7,0,0,0,,0,0,27.7,28.5,192.5,1014.7,14.8,9.8,319.6,26.5,10,10,2023-10-09T07:09:31,2023-10-09T19:51:08,0.83,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-10,18,8,12.3,18,6.8,12,6.5,68.4,0,0,0,,0,0,24.8,26.9,178.4,1018,78.4,9.9,215.4,17.9,7,10,2023-10-10T07:08:13,2023-10-10T19:51:53,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-11,20,5,12.1,20,3.9,11.7,6.3,71.6,0,0,0,,0,0,30.2,22.6,213.1,1019.7,43.8,9.1,335.4,27.6,10,10,2023-10-11T07:06:56,2023-10-11T19:52:38,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-12,24.1,5.9,14.8,24.1,5.9,14.8,5.3,59.2,0,0,0,,0,0,30.2,22.9,211.5,1017.7,0,9.4,341.6,28.4,10,10,2023-10-12T07:05:40,2023-10-12T19:53:23,0.93,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2023-10-13,26,7,16.5,26,7,16.5,5.4,52.3,0,0,0,,0,0,25.9,26.5,194.9,1014.8,38.7,9.9,315.9,26.2,9,10,2023-10-13T07:04:25,2023-10-13T19:54:09,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
