name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"-33.3537,-70.6811",2024-01-03,30.4,14.6,22.5,29,14.6,22.1,11,51.8,0,0,0,,0,0,37.4,33.6,192.2,1013.6,2,10,414.5,34.2,10,10,2024-01-03T06:38:11,2024-01-03T20:55:52,0.75,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-04,28.8,13.8,21.3,28.2,13.8,21.2,12.8,60.9,0,0,0,,0,0,37.1,34.5,195.1,1014.7,5.2,9.8,398.3,33,10,10,2024-01-04T06:38:58,2024-01-04T20:56:00,0.75,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-05,24.9,13.2,19.3,24.9,13.2,19.3,13.1,68.7,0,0,0,,0,0,38.2,32,181.4,1015.9,29.9,9.9,386.5,31.9,10,10,2024-01-05T06:39:46,2024-01-05T20:56:05,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-06,25.8,14,19.5,25.8,14,19.5,13.2,68.6,0,0,0,,0,0,34.6,30.6,186.6,1014.4,26.8,9.6,398.9,32.9,10,10,2024-01-06T06:40:35,2024-01-06T20:56:08,0.84,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-07,30,13.6,21.6,28.4,13.6,21.3,10.2,52.8,0,0,0,,0,0,35.3,32.9,205.7,1013.7,4.8,10,404.4,33.6,10,10,2024-01-07T06:41:25,2024-01-07T20:56:10,0.87,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-08,29.4,14.7,22,28.2,14.7,21.8,8.8,45,0,0,0,,0,0,36.4,34.1,202.8,1012.9,4.1,10,409.2,34,10,10,2024-01-08T06:42:15,2024-01-08T20:56:10,0.91,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-09,30,13,21.6,28.5,13,21.3,7,41.3,0,0,0,,0,0,36.7,33.5,195,1014.4,24.8,10,407,33.7,10,10,2024-01-09T06:43:07,2024-01-09T20:56:08,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-10,29.6,13.7,22,28.4,13.7,21.7,8.4,44.1,0,0,0,,0,0,32,31,201.3,1013.7,6.2,10,409.1,33.8,10,10,2024-01-10T06:43:59,2024-01-10T20:56:04,0.97,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-11,29.8,16.2,22.3,28.4,16.2,22,7.8,40.6,0,0,0,,0,0,38.2,29.5,192.6,1014.3,35.7,10,394.9,32.6,10,10,2024-01-11T06:44:53,2024-01-11T20:55:58,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-12,29,13.8,20.8,28.2,13.8,20.6,10.2,53.3,0,0,0,,0,0,36,27.7,189.8,1014.4,35.5,10,390.7,32.2,10,10,2024-01-12T06:45:46,2024-01-12T20:55:50,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-13,27,11.9,19.5,26.5,11.9,19.4,9.6,57,0,0,0,,0,0,36.4,30.3,190.4,1016.7,7.1,9.5,408.5,33.8,10,10,2024-01-13T06:46:41,2024-01-13T20:55:41,0.07,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-14,33.1,11.1,23,30.9,11.1,22.3,6.5,40,0,0,0,,0,0,33.8,29.5,196.1,1015.8,0,10,413.6,34.3,10,10,2024-01-14T06:47:36,2024-01-14T20:55:29,0.11,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-15,30.1,14.3,23,28.4,14.3,22.5,6.2,36.2,0,0,0,,0,0,41.4,35.5,200.1,1012.2,0,10,412.2,34.2,10,10,2024-01-15T06:48:32,2024-01-15T20:55:16,0.14,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-16,32,11,21.3,29.8,11,20.8,7.1,46.1,0,0,0,,0,0,38.5,26,193,1013.5,1.6,10,416.3,34.6,10,10,2024-01-16T06:49:28,2024-01-16T20:55:01,0.18,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-17,30.9,15.4,22.6,29.3,15.4,22.3,9.8,46.7,0,0,0,,0,0,40.3,38.9,189.5,1011,24,9.9,399.7,33.1,10,10,2024-01-17T06:50:25,2024-01-17T20:54:44,0.22,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-18,31.8,14.1,23,30.2,14.1,22.6,10.6,49.4,0,0,0,,0,0,40.3,27.9,196.4,1013.3,3.7,10.6,407,33.5,10,10,2024-01-18T06:51:22,2024-01-18T20:54:26,0.25,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,remote,85574099999"
"-33.3537,-70.6811",2024-01-19,33.4,16.3,25.2,31.4,16.3,24.5,8.4,37,0,0,0,,0,0,40.3,31.7,195,1011.5,0,10,410.5,34.2,10,10,2024-01-19T06:52:19,2024-01-19T20:54:05,0.29,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-20,31.5,15.6,24,29.6,15.6,23.4,8.4,39.3,0,0,0,,0,0,38.9,32.1,196,1011.2,0,10,408.2,33.9,10,10,2024-01-20T06:53:17,2024-01-20T20:53:43,0.32,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-21,33,15.1,24,31.3,15.1,23.6,9.9,43.5,0,0,0,,0,0,38.5,31.6,188.1,1012.4,0,10,411.1,34,10,10,2024-01-21T06:54:15,2024-01-21T20:53:19,0.36,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-22,35.1,16.2,25.3,33.6,16.2,24.8,11.5,45.8,0,0,0,,0,0,37.4,29.5,187.4,1011.3,0.1,9.9,406.2,33.6,10,10,2024-01-22T06:55:14,2024-01-22T20:52:54,0.39,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-23,31,15.8,22.8,29.7,15.8,22.6,12.2,54.5,0.2,100,4.17,rain,0,0,38.9,27.7,184.7,1012.2,0.7,9.9,399.3,32.9,10,10,2024-01-23T06:56:12,2024-01-23T20:52:26,0.43,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-24,35.8,15.7,25,34.5,15.7,24.6,12.5,50.1,0,0,0,,0,0,37.8,35.3,190.3,1010.3,0,8.5,401.9,33.4,10,10,2024-01-24T06:57:11,2024-01-24T20:51:57,0.46,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-25,32.1,17.7,24.1,31.5,17.7,23.9,13.4,53.3,0,0,0,,0,0,39.2,33.4,184.6,1010.5,12.9,10,383.8,31.7,10,10,2024-01-25T06:58:10,2024-01-25T20:51:26,0.5,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-26,30.2,14,21.7,29,14,21.6,13.3,62.7,0,0,0,,0,0,37.1,31.4,174.3,1014.5,31.8,9.5,359.9,29.8,10,10,2024-01-26T06:59:09,2024-01-26T20:50:54,0.53,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-27,34,16,24.2,32.1,16,23.7,12.7,53.7,0,0,0,,0,0,37.1,34,186.8,1012.2,8.1,9.9,383.8,31.8,10,10,2024-01-27T07:00:08,2024-01-27T20:50:20,0.56,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-28,30.5,17.2,23.4,29.4,17.2,23.2,13.6,56.9,0.3,100,8.33,rain,0,0,38.5,34.3,187.3,1013.3,9.1,10,374.4,30.9,10,10,2024-01-28T07:01:07,2024-01-28T20:49:44,0.59,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-29,32.7,15.9,23.8,32.1,15.9,23.6,13.3,54.8,0,0,0,,0,0,39.6,34.1,194,1013.7,0,9.8,385.8,31.9,10,10,2024-01-29T07:02:06,2024-01-29T20:49:07,0.63,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-30,35,15.6,25.1,33.5,15.6,24.6,12.2,49.3,0,0,0,,0,0,40.3,29.5,192.7,1012.9,0.3,10,389.4,32,10,10,2024-01-30T07:03:05,2024-01-30T20:48:28,0.66,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-01-31,36.9,16.4,26.9,34.3,16.4,25.9,8.3,36.5,0,0,0,,0,0,38.9,30.4,205.2,1012.4,0,9.8,392.7,32.5,10,10,2024-01-31T07:04:04,2024-01-31T20:47:47,0.69,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-01,35,16.6,26,32.7,16.6,25.2,7.8,34.7,0,0,0,,0,0,37.4,36.1,199.4,1012.7,0.3,9.9,378.3,31.2,10,10,2024-02-01T07:05:03,2024-02-01T20:47:05,0.73,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-02,35,16,25.8,33.3,16,25,9.8,41,0,0,0,,0,0,46.4,25.2,198.5,1014.5,15.7,10,388.1,32.2,10,10,2024-02-02T07:06:02,2024-02-02T20:46:22,0.75,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-03,35.3,17.4,27.3,33.2,17.4,26.4,7.9,31.3,0,0,0,,0,0,40,27.7,199.8,1011.4,5.6,10,397.5,32.7,10,10,2024-02-03T07:07:01,2024-02-03T20:45:37,0.79,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-04,30,16.5,23.4,28.7,16.5,23.2,11.3,48.1,0,0,0,,0,0,38.5,35.3,188.8,1010,41.5,9.9,379.2,31.5,10,10,2024-02-04T07:07:59,2024-02-04T20:44:50,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-05,32.4,14.1,23.1,31.3,14.1,22.8,12.6,56.5,0,0,0,,0,0,36,40.5,195.3,1012.8,5.5,9.7,386.9,32.1,10,10,2024-02-05T07:08:58,2024-02-05T20:44:02,0.86,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-06,31.3,17,24.3,29.9,17,23.9,10.6,43.8,0,0,0,,0,0,38.2,34.5,202,1014.2,0.4,9.9,375.9,31,10,10,2024-02-06T07:09:56,2024-02-06T20:43:13,0.89,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-07,34,15.5,24.8,32.1,15.5,24.3,11.5,46.9,0,0,0,,0,0,39.2,32,193.5,1012.9,0.5,9.8,377.6,31.1,10,10,2024-02-07T07:10:53,2024-02-07T20:42:22,0.92,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-08,32.3,18.9,24.9,31.5,18.9,24.8,13.5,51.4,0.4,100,8.33,rain,0,0,37.1,38.9,202,1011.6,22.4,9.9,333.2,27.7,10,10,2024-02-08T07:11:51,2024-02-08T20:41:30,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-09,30.5,16.6,22.9,29.2,16.6,22.5,7.5,38.4,0,0,0,,0,0,32.4,31.7,192.3,1013.3,19.5,10,333.1,27.5,10,10,2024-02-09T07:12:48,2024-02-09T20:40:37,0,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-10,32.4,14,23.6,31,14,23.1,9.4,43.1,0,0,0,,0,0,32,25.5,191.6,1013.3,14.4,10,357.8,29.6,10,10,2024-02-10T07:13:45,2024-02-10T20:39:42,0.02,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-11,30,15.4,22.5,28.7,15.4,22.2,9.3,44.6,0,0,0,,0,0,35.6,31.7,186.9,1013.6,0,10,360.9,29.8,10,10,2024-02-11T07:14:42,2024-02-11T20:38:47,0.06,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-12,34,15.1,23.9,31.9,15.1,23.3,10.3,48.1,0,0,0,,0,0,36.4,26.3,191.7,1012.3,5.5,9.9,372.3,30.9,10,10,2024-02-12T07:15:38,2024-02-12T20:37:50,0.09,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-13,30.8,16.9,23.9,29.5,16.9,23.4,9.8,43.2,0,0,0,,0,0,32.4,32.7,195.5,1010.6,6.4,9.9,353,29.3,10,10,2024-02-13T07:16:34,2024-02-13T20:36:51,0.13,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-14,30.6,14.6,21.1,29.9,14.6,21,13.2,64.3,0,0,0,,0,0,35.3,27.7,180.2,1013.5,0,9.9,366.6,30.6,10,10,2024-02-14T07:17:30,2024-02-14T20:35:52,0.16,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-15,32.7,14,22.5,32.2,14,22.4,14.2,62.8,0,0,0,,0,0,36.4,33.3,185.1,1012.5,4.4,9.6,365,30.2,10,10,2024-02-15T07:18:26,2024-02-15T20:34:51,0.19,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-16,31,15.6,22.3,30.6,15.6,22.3,14.1,62.2,0,0,0,,0,0,38.5,32.6,187,1012.8,0,9.7,365.8,30.3,10,10,2024-02-16T07:19:21,2024-02-16T20:33:50,0.25,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-17,33,14.9,24,31.5,14.9,23.6,12,51.7,0,0,0,,0,0,38.5,29.4,187.2,1012.4,0,9.8,363.4,30.1,10,10,2024-02-17T07:20:15,2024-02-17T20:32:47,0.26,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-18,33.6,16.1,24.5,31.9,16.1,23.9,10.3,44,0,0,0,,0,0,37.1,31.2,198.4,1009.8,0.4,9.9,362,30.1,10,10,2024-02-18T07:21:09,2024-02-18T20:31:43,0.3,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-19,27,13,20.3,27.1,13,20.3,12.5,62.6,0,0,0,,0,0,33.8,25.9,179.3,1013,25.7,9.7,354.3,29.2,10,10,2024-02-19T07:22:03,2024-02-19T20:30:39,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-20,29,14.8,20.5,28.6,14.8,20.4,13.3,65.8,0,0,0,,0,0,35.6,31.6,196,1015.7,30.6,9.6,323.3,26.7,10,10,2024-02-20T07:22:57,2024-02-20T20:29:33,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-21,28.5,14,20.1,28.1,14,20.1,13.1,66.7,0.4,100,12.5,rain,0,0,36.4,34.6,193,1014.8,15.9,9.1,317.4,26.4,10,10,2024-02-21T07:23:50,2024-02-21T20:28:26,0.4,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-22,20,14.5,16.2,20,14.5,16.2,12.8,80.5,13.2,100,79.17,rain,0,0,36,25,173.6,1017.2,89.9,9.8,91.2,7.6,4,10,2024-02-22T07:24:43,2024-02-22T20:27:19,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-23,29.3,12,20.2,28.6,12,20.1,12.4,66.1,2.6,100,20.83,rain,0,0,28.8,28.2,202.1,1016.1,46.1,9.3,304,25.4,10,10,2024-02-23T07:25:35,2024-02-23T20:26:10,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-24,30,15,22.5,29.2,15,22.3,11.6,52.3,0.5,100,12.5,rain,0,0,26.6,29.5,191.3,1015.3,7.1,10,328.3,27.3,10,10,2024-02-24T07:26:27,2024-02-24T20:25:01,0.5,Rain,Clear conditions throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-25,30.5,14.4,22.5,29.5,14.4,22.2,11.6,52.8,0,0,0,,0,0,34.2,31.8,198.1,1015.5,9.5,10,335.7,27.9,10,10,2024-02-25T07:27:19,2024-02-25T20:23:51,0.54,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-26,31,14.2,22.5,29.9,14.2,22.2,11.8,55.4,0,0,0,,0,0,34.9,28.8,202.2,1015.9,1,9.9,337.3,27.8,10,10,2024-02-26T07:28:10,2024-02-26T20:22:40,0.57,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-27,31,14.1,22.8,29.3,14.1,22.4,8.7,42.8,0,0,0,,0,0,37.8,32.7,194,1013,1.4,10,333.4,27.5,10,10,2024-02-27T07:29:01,2024-02-27T20:21:28,0.6,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-28,32,13.1,22.8,30,13.1,22.3,8.6,45.1,0,0,0,,0,0,34.9,27.7,194.3,1013.2,0.7,9.9,338.4,27.9,10,10,2024-02-28T07:29:52,2024-02-28T20:20:16,0.64,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-02-29,33,14.4,23.8,31,14.4,23.3,9.6,44.7,0,0,0,,0,0,36.7,29.3,195.9,1012.9,0,10,338.7,27.7,10,10,2024-02-29T07:30:42,2024-02-29T20:19:03,0.67,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-01,31,14.5,22.7,29.2,14.5,22.3,7.3,39,0,0,0,,0,0,37.4,31.8,194.7,1013.9,33.6,10,321.2,26.6,10,10,2024-03-01T07:31:31,2024-03-01T20:17:50,0.71,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-02,30.9,14.3,22.3,29,14.3,21.9,8.8,47,0,0,0,,0,0,35.3,26.1,203.3,1015,47.3,9.7,292.5,24.2,9,10,2024-03-02T07:32:21,2024-03-02T20:16:35,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-03,31,13.8,22.5,29.4,13.8,22.1,8.2,41.9,0,0,0,,0,0,36.4,28.6,204.9,1014.3,3.5,9.9,332.1,27.6,10,10,2024-03-03T07:33:10,2024-03-03T20:15:20,0.75,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-04,33,13.1,22.6,31,13.1,22.2,7.4,40.4,0,0,0,,0,0,36.4,27.7,188.8,1013.5,0,9.9,335,27.6,10,10,2024-03-04T07:33:59,2024-03-04T20:14:05,0.81,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-05,30.3,12.6,21.7,28.4,12.6,21.3,7,41.8,0,0,0,,0,0,35.3,31.7,195.6,1012.3,0,9.9,333.7,27.6,10,10,2024-03-05T07:34:47,2024-03-05T20:12:49,0.84,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-06,30,13,21.1,28.4,13,20.8,9.2,50.3,0,0,0,,0,0,32.8,30.4,198.4,1012.1,0.2,9.9,319.9,26.6,10,10,2024-03-06T07:35:35,2024-03-06T20:11:33,0.87,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-07,28,12.4,19.8,27.1,12.4,19.7,8.1,51.3,0,0,0,,0,0,33.5,28.8,186,1014.3,7.4,9.9,305.4,25.3,9,10,2024-03-07T07:36:23,2024-03-07T20:10:16,0.91,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-08,28,10,18.7,26.8,8.2,18.5,4.8,42.7,0,0,0,,0,0,32,35,176.4,1016.5,0.2,10,319.3,26.4,10,10,2024-03-08T07:37:11,2024-03-08T20:08:59,0.94,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-09,30.1,11,20.7,28.5,11,20.3,7.6,47.1,0,0,0,,0,0,32.4,30.1,171,1014.1,0,9.9,324.2,26.9,10,10,2024-03-09T07:37:58,2024-03-09T20:07:41,0.97,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-10,29,12.3,20.8,28,12.3,20.6,9.1,49.3,0,0,0,,0,0,36.7,31.4,202,1012.9,0.9,10,313.8,25.8,10,10,2024-03-10T07:38:45,2024-03-10T20:06:23,0,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-11,29,12,19.6,28,12,19.5,10,57.4,0,0,0,,0,0,34.9,28.3,201,1014.9,0,9.9,312.1,25.8,10,10,2024-03-11T07:39:31,2024-03-11T20:05:04,0.04,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-12,29,10.7,19,27.5,10.7,18.8,7.5,51.6,0,0,0,,0,0,31,22.3,202.5,1016.7,0,9.9,314.2,25.9,10,10,2024-03-12T07:40:18,2024-03-12T20:03:46,0.08,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-13,29,13,20.5,27.6,13,20.2,9.3,53.5,0,0,0,,0,0,32.8,26.6,186.3,1015.2,0.6,10,309.7,25.5,10,10,2024-03-13T07:41:04,2024-03-13T20:02:27,0.11,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-14,29.3,12,20.9,27.9,12,20.6,7.5,45,0,0,0,,0,0,33.1,24.1,185.7,1013.4,0,9.9,312.7,25.9,10,10,2024-03-14T07:41:50,2024-03-14T20:01:07,0.14,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-15,29.4,11.5,20.2,27.8,11.5,19.9,6.6,44.8,0,0,0,,0,0,36.7,29.5,196.2,1012.3,0,10,307.7,25.6,10,10,2024-03-15T07:42:35,2024-03-15T19:59:48,0.18,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-16,29,10.5,19.9,27.6,10.5,19.6,5.3,42.8,0,0,0,,0,0,33.1,22.3,189.8,1013.1,0,9.9,304.7,25.2,9,10,2024-03-16T07:43:21,2024-03-16T19:58:28,0.21,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-17,30,11.5,20.5,28.1,11.5,20.1,4.3,39.1,0,0,0,,0,0,35.3,27.7,200.8,1011.7,0.8,10,298.1,24.6,9,10,2024-03-17T07:44:06,2024-03-17T19:57:08,0.25,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-18,31,11.7,21.2,29.1,11.7,20.7,5.1,39,0,0,0,,0,0,31.3,24.1,185.3,1010.8,16.4,9.6,296,24.4,9,10,2024-03-18T07:44:51,2024-03-18T19:55:48,0.28,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-19,28,12,20.3,26.9,12,20.2,7.1,44.4,0,0,0,,0,0,33.8,32,184.1,1012.3,1.2,9.9,293.2,24.4,9,10,2024-03-19T07:45:36,2024-03-19T19:54:28,0.31,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-20,18.8,12,15.5,18.8,12,15.5,10.4,72.7,0.1,100,4.17,rain,0,0,28.1,25.3,174,1016.8,56.2,9.9,182.3,15.2,7,10,2024-03-20T07:46:21,2024-03-20T19:53:08,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-21,31,12,21.1,29.3,12,20.7,9.9,54.3,0,0,0,,0,0,28.1,23.8,207.1,1015.3,26.5,9.7,283.4,23.6,9,10,2024-03-21T07:47:05,2024-03-21T19:51:48,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-22,31.8,13,22.6,30.1,13,22.1,9.2,46.8,0,0,0,,0,0,31.3,27.6,199.3,1014.6,4.7,9.7,281.9,23.6,9,10,2024-03-22T07:47:50,2024-03-22T19:50:28,0.41,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-23,30.1,13.2,22,28.7,13.2,21.8,8.3,43,0,0,0,,0,0,34.6,26.2,198.9,1015.7,0,9.8,283,23.6,9,10,2024-03-23T07:48:34,2024-03-23T19:49:07,0.44,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-24,32,13.4,22.4,30.2,13.4,22,10.3,49.3,0,0,0,,0,0,32.4,24.1,193.4,1012.5,0,10,279.3,23,9,10,2024-03-24T07:49:18,2024-03-24T19:47:47,0.48,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
"-33.3537,-70.6811",2024-03-25,29.1,14.5,21.4,28,14.5,21.2,11.2,54.9,0,0,0,,0,0,32,28.5,198.3,1012.5,0,9.9,279.6,23.2,9,10,2024-03-25T07:50:02,2024-03-25T19:46:27,0.5,Clear,Clear conditions throughout the day.,clear-day,"SCEL,85577099999,85574099999"
